timestamp,final_value
2026-01-11 21:14:47.301647+00:00,0.700571
2026-01-11 20:59:47.311360+00:00,0.705552
2026-01-11 20:44:48.180559+00:00,0.69315
2026-01-11 20:29:47.301778+00:00,0.839225
2026-01-11 20:14:47.056882+00:00,0.756881
2026-01-11 19:59:47.110102+00:00,0.746392
2026-01-11 19:44:47.033669+00:00,0.72066
2026-01-11 19:29:47.014383+00:00,0.46538
2026-01-11 19:14:46.992272+00:00,0.994987
2026-01-11 18:59:47.518641+00:00,2.221061
2026-01-11 18:44:51.404631+00:00,2.233428
2026-01-11 18:29:47.021356+00:00,2.130054
2026-01-11 18:14:46.986349+00:00,2.100398
2026-01-11 17:59:47.029967+00:00,1.985083
2026-01-11 17:44:47.027031+00:00,1.684076
2026-01-11 17:29:47.021221+00:00,1.723959
2026-01-11 17:14:47.014621+00:00,1.800776
2026-01-11 16:59:47.014357+00:00,1.42502
2026-01-11 16:44:47.019472+00:00,1.536424
2026-01-11 16:29:47.012644+00:00,1.669311
2026-01-11 16:14:47.369428+00:00,1.713918
2026-01-11 15:59:47.585059+00:00,1.92387
2026-01-11 15:44:47.238954+00:00,1.79557
2026-01-11 15:29:47.207959+00:00,1.826981
2026-01-11 15:14:47.206669+00:00,1.800776
2026-01-11 14:59:47.335636+00:00,1.780028
2026-01-11 14:44:47.201345+00:00,1.764593
2026-01-11 14:29:47.195169+00:00,1.785197
2026-01-11 14:14:47.193620+00:00,1.40353
2026-01-11 13:59:47.088977+00:00,1.473218
2026-01-11 13:44:47.090965+00:00,1.161363
2026-01-11 13:29:47.087642+00:00,1.390759
2026-01-11 13:14:47.058465+00:00,1.420701
2026-01-11 12:59:47.094595+00:00,0.262092
2026-01-11 12:44:47.097633+00:00,0.388845
2026-01-11 12:29:47.085458+00:00,0.390435
2026-01-11 12:14:47.099624+00:00,0.393629
2026-01-11 11:59:47.092818+00:00,0.398457
2026-01-11 11:44:47.097107+00:00,0.433517
2026-01-11 11:29:47.104653+00:00,0.418218
2026-01-11 11:14:47.076106+00:00,0.411551
2026-01-11 10:59:47.110144+00:00,0.411551
2026-01-11 10:44:47.279208+00:00,0.416544
2026-01-11 10:29:47.123633+00:00,0.395234
2026-01-11 10:14:47.134453+00:00,0.419898
2026-01-11 09:59:47.135131+00:00,0.435243
2026-01-11 09:44:47.527354+00:00,0.487585
2026-01-11 09:29:47.166950+00:00,0.451007
2026-01-11 09:14:47.069480+00:00,0.495162
2026-01-11 08:59:47.533631+00:00,0.489471
2026-01-11 08:44:47.067959+00:00,0.476384
2026-01-11 08:29:47.072842+00:00,0.438709
2026-01-11 08:14:47.066621+00:00,0.435243
2026-01-11 07:59:47.065639+00:00,0.44045
2026-01-11 07:44:47.057963+00:00,0.478237
2026-01-11 07:29:47.056480+00:00,0.495162
2026-01-11 07:14:47.054694+00:00,0.532384
2026-01-11 06:59:47.061018+00:00,0.52637
2026-01-11 06:44:47.059252+00:00,0.48196
2026-01-11 06:29:47.055245+00:00,0.487585
2026-01-11 06:14:47.049869+00:00,0.516462
2026-01-11 05:59:47.227706+00:00,0.463564
2026-01-11 05:44:47.236345+00:00,0.489471
2026-01-11 05:29:47.246170+00:00,0.424966
2026-01-11 05:14:47.253614+00:00,0.476384
2026-01-11 04:59:47.416061+00:00,0.463564
2026-01-11 04:44:47.411873+00:00,0.476384
2026-01-11 04:29:47.412979+00:00,0.500904
2026-01-11 04:14:47.411330+00:00,0.5344
2026-01-11 03:59:47.411639+00:00,0.498985
2026-01-11 03:44:47.421674+00:00,0.497071
2026-01-11 03:29:47.413638+00:00,0.540484
2026-01-11 03:14:47.411459+00:00,0.506696
2026-01-11 02:59:47.408964+00:00,0.561144
2026-01-11 02:44:47.406608+00:00,0.52637
2026-01-11 02:29:47.404638+00:00,0.597643
2026-01-11 02:14:47.402653+00:00,0.588897
2026-01-11 01:59:47.404685+00:00,0.580249
2026-01-11 01:44:47.410480+00:00,0.617686
2026-01-11 01:29:47.404631+00:00,0.617686
2026-01-11 01:14:47.414213+00:00,0.599845
2026-01-11 00:59:47.415198+00:00,0.673655
2026-01-11 00:44:47.141795+00:00,0.608716
2026-01-11 00:29:47.158171+00:00,0.300687
2026-01-11 00:14:47.161001+00:00,0.207742
2026-01-10 23:59:47.173951+00:00,0.17942
2026-01-10 23:44:47.136453+00:00,0.186676
2026-01-10 23:29:47.527933+00:00,0.187598
2026-01-10 23:14:47.114597+00:00,0.186676
2026-01-10 22:59:47.477112+00:00,0.181214
2026-01-10 22:44:47.471384+00:00,0.167223
2026-01-10 22:29:47.072601+00:00,0.146966
2026-01-10 22:14:47.107746+00:00,0.190383
2026-01-10 21:59:47.103370+00:00,0.196046
2026-01-10 21:44:47.466163+00:00,0.170644
2026-01-10 21:29:47.468782+00:00,0.165531
2026-01-10 21:14:47.854300+00:00,0.157261
2026-01-10 20:59:47.447805+00:00,0.260911
2026-01-10 20:44:47.466144+00:00,0.234838
2026-01-10 20:29:47.497035+00:00,0.213778
2026-01-10 19:59:47.597635+00:00,0.175871
2026-01-10 19:58:38.689473+00:00,0.183021
2026-01-10 19:57:38.681612+00:00,0.168927
2026-01-10 19:56:38.613466+00:00,0.158074
2026-01-10 19:55:38.769629+00:00,0.159709
2026-01-10 19:54:38.762629+00:00,0.157261
2026-01-10 19:53:38.755240+00:00,0.156451
2026-01-10 19:52:38.752624+00:00,0.148516
2026-01-10 19:51:38.743148+00:00,0.145426
2026-01-10 19:50:38.734986+00:00,0.14163
2026-01-10 19:49:38.726942+00:00,0.15484
2026-01-10 19:48:38.719639+00:00,0.150865
2026-01-10 19:47:38.712620+00:00,0.150079
2026-01-10 19:46:38.706952+00:00,0.135707
2026-01-10 19:45:38.698956+00:00,0.153241
2026-01-10 19:44:38.691284+00:00,0.148516
2026-01-10 19:43:38.684690+00:00,0.161357
2026-01-10 19:42:38.681610+00:00,0.146966
2026-01-10 19:41:38.671617+00:00,0.165531
2026-01-10 19:40:38.664332+00:00,0.147739
2026-01-10 19:39:38.595722+00:00,0.148516
2026-01-10 19:38:38.596052+00:00,0.146966
2026-01-10 19:37:38.588560+00:00,0.14163
2026-01-10 19:36:38.581626+00:00,0.133533
2026-01-10 19:35:38.576298+00:00,0.137171
2026-01-10 19:34:38.839608+00:00,0.152446
2026-01-10 19:33:38.603629+00:00,0.132814
2026-01-10 19:32:38.562645+00:00,0.133533
2026-01-10 19:31:38.547183+00:00,0.135707
2026-01-10 19:30:38.538405+00:00,0.124404
2026-01-10 19:29:38.533258+00:00,0.123721
2026-01-10 19:28:38.691254+00:00,0.122364
2026-01-10 19:27:38.522976+00:00,0.117697
2026-01-10 19:26:38.682972+00:00,0.102077
2026-01-10 19:25:38.677969+00:00,0.102671
2026-01-10 19:24:38.970425+00:00,0.102077
2026-01-10 19:23:38.927972+00:00,0.089083
2026-01-10 19:22:38.657115+00:00,0.088012
2026-01-10 19:21:38.648352+00:00,0.105073
2026-01-10 19:20:38.639091+00:00,0.11316
2026-01-10 19:19:38.631464+00:00,0.133533
2026-01-10 19:18:38.632472+00:00,0.09235
2026-01-10 19:17:38.614280+00:00,0.143899
2026-01-10 19:16:38.611961+00:00,0.119681
2026-01-10 19:15:38.602471+00:00,0.146966
2026-01-10 19:14:38.601266+00:00,0.153241
2026-01-10 19:13:38.583624+00:00,0.15889
2026-01-10 19:12:38.577636+00:00,0.168927
2026-01-10 19:11:38.568352+00:00,0.199889
2026-01-10 19:10:38.565540+00:00,0.199889
2026-01-10 19:09:38.552684+00:00,0.202808
2026-01-10 19:08:38.549119+00:00,0.194145
2026-01-10 19:07:38.537633+00:00,0.188523
2026-01-10 19:06:38.527325+00:00,0.193199
2026-01-10 19:05:38.518627+00:00,0.183021
